Date,Client Name,Legal Entity,Received Amount,Delivered Amount,Net Amount
2012-08-01,Deutsche Bank,CitiBank Singapore,49177,85484,-36307
2012-09-01,Deutsche Bank,CitiBank Singapore,45829,84864,-39035
2012-10-01,Deutsche Bank,CitiBank Singapore,47394,82487,-35093
2012-11-01,Deutsche Bank,CitiBank Singapore,45946,87981,-42035
2012-12-01,Deutsche Bank,CitiBank Singapore,45189,83725,-38536
2013-01-01,Deutsche Bank,CitiBank Singapore,44266,87144,-42878
2013-02-01,Deutsche Bank,CitiBank Singapore,46997,88587,-41590
2013-03-01,Deutsche Bank,CitiBank Singapore,43664,89432,-45768
2013-04-01,Deutsche Bank,CitiBank Singapore,48477,82231,-33754
2013-05-01,Deutsche Bank,CitiBank Singapore,54541,72618,-18077
2013-06-01,Deutsche Bank,CitiBank Singapore,59186,78368,-19182
2013-07-01,Deutsche Bank,CitiBank Singapore,54363,72797,-18434
2013-08-01,Deutsche Bank,CitiBank Singapore,58647,75154,-16507
2013-09-01,Deutsche Bank,CitiBank Singapore,54793,77987,-23194
2013-10-01,Deutsche Bank,CitiBank Singapore,51317,77547,-26230
2013-11-01,Deutsche Bank,CitiBank Singapore,54694,74148,-19454
2013-12-01,Deutsche Bank,CitiBank Singapore,58793,75884,-17091
2014-01-01,Deutsche Bank,CitiBank Singapore,53281,79247,-25966
2014-02-01,Deutsche Bank,CitiBank Singapore,59856,75985,-16129
2014-03-01,Deutsche Bank,CitiBank Singapore,64964,73697,-8733
2014-04-01,Deutsche Bank,CitiBank Singapore,65135,77637,-12502
2014-05-01,Deutsche Bank,CitiBank Singapore,64931,76614,-11683
2014-06-01,Deutsche Bank,CitiBank Singapore,63679,73386,-9707
2014-07-01,Deutsche Bank,CitiBank Singapore,69717,71494,-1777
2014-08-01,Deutsche Bank,CitiBank Singapore,62761,73341,-10580
2014-09-01,Deutsche Bank,CitiBank Singapore,65346,73721,-8375
2014-10-01,Deutsche Bank,CitiBank Singapore,69137,73144,-4007
2014-11-01,Deutsche Bank,CitiBank Singapore,66461,73126,-6665
2014-12-01,Deutsche Bank,CitiBank Singapore,61652,75872,-14220
2015-01-01,Deutsche Bank,CitiBank Singapore,74914,69876,5038
2015-02-01,Deutsche Bank,CitiBank Singapore,75419,61981,13438
2015-03-01,Deutsche Bank,CitiBank Singapore,78732,68498,10234
2015-04-01,Deutsche Bank,CitiBank Singapore,77569,63122,14447
2015-05-01,Deutsche Bank,CitiBank Singapore,77471,68786,8685
2015-06-01,Deutsche Bank,CitiBank Singapore,74776,69857,4919
2015-07-01,Deutsche Bank,CitiBank Singapore,76149,69422,6727
2015-08-01,Deutsche Bank,CitiBank Singapore,78694,64567,14127
2015-09-01,Deutsche Bank,CitiBank Singapore,78617,69775,8842
2015-10-01,Deutsche Bank,CitiBank Singapore,78283,68963,9320
2015-11-01,Deutsche Bank,CitiBank Singapore,87346,62813,24533
2015-12-01,Deutsche Bank,CitiBank Singapore,82352,62989,19363
2016-01-01,Deutsche Bank,CitiBank Singapore,89493,62524,26969
2016-02-01,Deutsche Bank,CitiBank Singapore,87277,66428,20849
2016-03-01,Deutsche Bank,CitiBank Singapore,86713,68124,18589
2016-04-01,Deutsche Bank,CitiBank Singapore,83362,64799,18563
2016-05-01,Deutsche Bank,CitiBank Singapore,83384,63179,20205
2016-06-01,Deutsche Bank,CitiBank Singapore,83622,66985,16637
2016-07-01,Deutsche Bank,CitiBank Singapore,83896,61535,22361
2016-08-01,Deutsche Bank,CitiBank Singapore,83912,64166,19746
2016-09-01,Deutsche Bank,CitiBank Singapore,98692,51951,46741
2016-10-01,Deutsche Bank,CitiBank Singapore,95697,57392,38305
2016-11-01,Deutsche Bank,CitiBank Singapore,92642,56642,36000
2016-12-01,Deutsche Bank,CitiBank Singapore,98276,52896,45380
2017-01-01,Deutsche Bank,CitiBank Singapore,91971,54278,37693
2017-02-01,Deutsche Bank,CitiBank Singapore,98359,54196,44163
2017-03-01,Deutsche Bank,CitiBank Singapore,99648,58667,40981
2017-04-01,Deutsche Bank,CitiBank Singapore,97382,53295,44087
2017-05-01,Deutsche Bank,CitiBank Singapore,95357,59985,35372
2017-06-01,Deutsche Bank,CitiBank Singapore,98476,54359,44117
2017-07-01,Deutsche Bank,CitiBank Singapore,102379,51895,50484
2017-08-01,Deutsche Bank,CitiBank Singapore,109889,58425,51464
2017-09-01,Deutsche Bank,CitiBank Singapore,105218,59657,45561
2017-10-01,Deutsche Bank,CitiBank Singapore,101468,53913,47555
2017-11-01,Deutsche Bank,CitiBank Singapore,105126,51215,53911
2017-12-01,Deutsche Bank,CitiBank Singapore,106949,55188,51761
2018-01-01,Deutsche Bank,CitiBank Singapore,109157,59969,49188
2018-02-01,Deutsche Bank,CitiBank Singapore,109625,58956,50669
2018-03-01,Deutsche Bank,CitiBank Singapore,103881,57821,46060
2018-04-01,Deutsche Bank,CitiBank Singapore,108457,58468,49989
2010-01-01,Deutsche Bank,CitiBank HongKong,15659,98438,-82779
2010-02-01,Deutsche Bank,CitiBank HongKong,18236,96271,-78035
2010-03-01,Deutsche Bank,CitiBank HongKong,14979,91141,-76162
2010-04-01,Deutsche Bank,CitiBank HongKong,15775,93136,-77361
2010-05-01,Deutsche Bank,CitiBank HongKong,19661,94943,-75282
2010-06-01,Deutsche Bank,CitiBank HongKong,14648,93674,-79026
2010-07-01,Deutsche Bank,CitiBank HongKong,15193,92896,-77703
2010-08-01,Deutsche Bank,CitiBank HongKong,11176,93936,-82760
2010-09-01,Deutsche Bank,CitiBank HongKong,11437,96183,-84746
2010-10-01,Deutsche Bank,CitiBank HongKong,18257,91645,-73388
2010-11-01,Deutsche Bank,CitiBank HongKong,28338,98274,-69936
2010-12-01,Deutsche Bank,CitiBank HongKong,29476,99264,-69788
2011-01-01,Deutsche Bank,CitiBank HongKong,22682,97748,-75066
2011-02-01,Deutsche Bank,CitiBank HongKong,22488,96237,-73749
2011-03-01,Deutsche Bank,CitiBank HongKong,26592,99581,-72989
2011-04-01,Deutsche Bank,CitiBank HongKong,26925,91733,-64808
2011-05-01,Deutsche Bank,CitiBank HongKong,27876,99537,-71661
2011-06-01,Deutsche Bank,CitiBank HongKong,29561,93767,-64206
2011-07-01,Deutsche Bank,CitiBank HongKong,25581,92147,-66566
2011-08-01,Deutsche Bank,CitiBank HongKong,24423,93314,-68891
2011-09-01,Deutsche Bank,CitiBank HongKong,35622,83383,-47761
2011-10-01,Deutsche Bank,CitiBank HongKong,38874,87346,-48472
2011-11-01,Deutsche Bank,CitiBank HongKong,39597,84545,-44948
2011-12-01,Deutsche Bank,CitiBank HongKong,32312,89142,-56830
2012-01-01,Deutsche Bank,CitiBank HongKong,32379,88744,-56365
2012-02-01,Deutsche Bank,CitiBank HongKong,38696,84858,-46162
2012-03-01,Deutsche Bank,CitiBank HongKong,31548,85955,-54407
2012-04-01,Deutsche Bank,CitiBank HongKong,38855,85499,-46644
2012-05-01,Deutsche Bank,CitiBank HongKong,35979,89971,-53992
2012-06-01,Deutsche Bank,CitiBank HongKong,31584,89249,-57665
2012-07-01,Deutsche Bank,CitiBank HongKong,48161,83674,-35513
2012-08-01,Deutsche Bank,CitiBank HongKong,41359,86893,-45534
2012-09-01,Deutsche Bank,CitiBank HongKong,48699,88467,-39768
2012-10-01,Deutsche Bank,CitiBank HongKong,43496,88155,-44659
2012-11-01,Deutsche Bank,CitiBank HongKong,48989,89942,-40953
2012-12-01,Deutsche Bank,CitiBank HongKong,48826,84776,-35950
2013-01-01,Deutsche Bank,CitiBank HongKong,45436,86963,-41527
2013-02-01,Deutsche Bank,CitiBank HongKong,43528,83267,-39739
2013-03-01,Deutsche Bank,CitiBank HongKong,47767,88857,-41090
2013-04-01,Deutsche Bank,CitiBank HongKong,42227,88387,-46160
2013-05-01,Deutsche Bank,CitiBank HongKong,56278,73955,-17677
2013-06-01,Deutsche Bank,CitiBank HongKong,55567,77737,-22170
2013-07-01,Deutsche Bank,CitiBank HongKong,53312,72894,-19582
2013-08-01,Deutsche Bank,CitiBank HongKong,56994,74664,-17670
2013-09-01,Deutsche Bank,CitiBank HongKong,59926,79188,-19262
2013-10-01,Deutsche Bank,CitiBank HongKong,58496,76723,-18227
2013-11-01,Deutsche Bank,CitiBank HongKong,54325,71223,-16898
2013-12-01,Deutsche Bank,CitiBank HongKong,59934,77659,-17725
2014-01-01,Deutsche Bank,CitiBank HongKong,59562,76133,-16571
2014-02-01,Deutsche Bank,CitiBank HongKong,57119,74817,-17698
2014-03-01,Deutsche Bank,CitiBank HongKong,63766,76347,-12581
2014-04-01,Deutsche Bank,CitiBank HongKong,68471,78584,-10113
2014-05-01,Deutsche Bank,CitiBank HongKong,65334,72873,-7539
2014-06-01,Deutsche Bank,CitiBank HongKong,69949,79728,-9779
2014-07-01,Deutsche Bank,CitiBank HongKong,64744,76166,-11422
2014-08-01,Deutsche Bank,CitiBank HongKong,66763,77235,-10472
2014-09-01,Deutsche Bank,CitiBank HongKong,65275,71626,-6351
2014-10-01,Deutsche Bank,CitiBank HongKong,68921,75932,-7011
2014-11-01,Deutsche Bank,CitiBank HongKong,61311,74335,-13024
2014-12-01,Deutsche Bank,CitiBank HongKong,61819,78555,-16736
2015-01-01,Deutsche Bank,CitiBank HongKong,73774,61344,12430
2015-02-01,Deutsche Bank,CitiBank HongKong,71397,68199,3198
2015-03-01,Deutsche Bank,CitiBank HongKong,76752,67642,9110
2015-04-01,Deutsche Bank,CitiBank HongKong,77782,69421,8361
2015-05-01,Deutsche Bank,CitiBank HongKong,76876,65374,11502
2015-06-01,Deutsche Bank,CitiBank HongKong,73875,68711,5164
2015-07-01,Deutsche Bank,CitiBank HongKong,79579,64856,14723
2015-08-01,Deutsche Bank,CitiBank HongKong,73838,61213,12625
2015-09-01,Deutsche Bank,CitiBank HongKong,75721,63896,11825
2015-10-01,Deutsche Bank,CitiBank HongKong,79297,65336,13961
2015-11-01,Deutsche Bank,CitiBank HongKong,87939,66492,21447
2015-12-01,Deutsche Bank,CitiBank HongKong,83231,66164,17067
2016-01-01,Deutsche Bank,CitiBank HongKong,87528,69551,17977
2016-02-01,Deutsche Bank,CitiBank HongKong,85232,61553,23679
2016-03-01,Deutsche Bank,CitiBank HongKong,89391,67987,21404
2016-04-01,Deutsche Bank,CitiBank HongKong,83572,62248,21324
2016-05-01,Deutsche Bank,CitiBank HongKong,82958,64271,18687
2016-06-01,Deutsche Bank,CitiBank HongKong,85487,66154,19333
2016-07-01,Deutsche Bank,CitiBank HongKong,84332,68987,15345
2016-08-01,Deutsche Bank,CitiBank HongKong,89931,62735,27196
2016-09-01,Deutsche Bank,CitiBank HongKong,95777,59441,36336
2016-10-01,Deutsche Bank,CitiBank HongKong,97597,51378,46219
2016-11-01,Deutsche Bank,CitiBank HongKong,94699,55135,39564
2016-12-01,Deutsche Bank,CitiBank HongKong,95375,52918,42457
2017-01-01,Deutsche Bank,CitiBank HongKong,97383,53816,43567
2017-02-01,Deutsche Bank,CitiBank HongKong,95241,59245,35996
2017-03-01,Deutsche Bank,CitiBank HongKong,92666,57439,35227
2017-04-01,Deutsche Bank,CitiBank HongKong,99284,51371,47913
2017-05-01,Deutsche Bank,CitiBank HongKong,93398,58649,34749
2017-06-01,Deutsche Bank,CitiBank HongKong,92858,54686,38172
2017-07-01,Deutsche Bank,CitiBank HongKong,107931,52982,54949
2017-08-01,Deutsche Bank,CitiBank HongKong,104331,58487,45844
2017-09-01,Deutsche Bank,CitiBank HongKong,109878,53642,56236
2017-10-01,Deutsche Bank,CitiBank HongKong,103566,54965,48601
2017-11-01,Deutsche Bank,CitiBank HongKong,108222,55356,52866
2017-12-01,Deutsche Bank,CitiBank HongKong,108623,56351,52272
2018-01-01,Deutsche Bank,CitiBank HongKong,109513,53889,55624
2018-02-01,Deutsche Bank,CitiBank HongKong,101329,55744,45585
2018-03-01,Deutsche Bank,CitiBank HongKong,101616,51152,50464
2018-04-01,Deutsche Bank,CitiBank HongKong,106615,56154,50461
2010-01-01,JP Morgan,CitiBank New York,11844,91334,-79490
2010-02-01,JP Morgan,CitiBank New York,18712,96478,-77766
2010-03-01,JP Morgan,CitiBank New York,17189,91274,-74085
2010-04-01,JP Morgan,CitiBank New York,16631,92355,-75724
2010-05-01,JP Morgan,CitiBank New York,19352,98637,-79285
2010-06-01,JP Morgan,CitiBank New York,17371,91978,-74607
2010-07-01,JP Morgan,CitiBank New York,11627,91524,-79897
2010-08-01,JP Morgan,CitiBank New York,19245,91871,-72626
2010-09-01,JP Morgan,CitiBank New York,19437,98474,-79037
2010-10-01,JP Morgan,CitiBank New York,13689,93524,-79835
2010-11-01,JP Morgan,CitiBank New York,25627,93619,-67992
2010-12-01,JP Morgan,CitiBank New York,28273,99456,-71183
2011-01-01,JP Morgan,CitiBank New York,22936,95919,-72983
2011-02-01,JP Morgan,CitiBank New York,22182,91976,-69794
2011-03-01,JP Morgan,CitiBank New York,23652,91228,-67576
2011-04-01,JP Morgan,CitiBank New York,21448,97466,-76018
2011-05-01,JP Morgan,CitiBank New York,24144,92892,-68748
2011-06-01,JP Morgan,CitiBank New York,26641,94377,-67736
2011-07-01,JP Morgan,CitiBank New York,22975,93527,-70552
2011-08-01,JP Morgan,CitiBank New York,29328,92253,-62925
2011-09-01,JP Morgan,CitiBank New York,31158,86729,-55571
2011-10-01,JP Morgan,CitiBank New York,31211,85274,-54063
2011-11-01,JP Morgan,CitiBank New York,37781,87171,-49390
2011-12-01,JP Morgan,CitiBank New York,32439,85845,-53406
2012-01-01,JP Morgan,CitiBank New York,35443,86178,-50735
2012-02-01,JP Morgan,CitiBank New York,31834,85427,-53593
2012-03-01,JP Morgan,CitiBank New York,35919,84565,-48646
2012-04-01,JP Morgan,CitiBank New York,33111,85637,-52526
2012-05-01,JP Morgan,CitiBank New York,31175,83933,-52758
2012-06-01,JP Morgan,CitiBank New York,33588,82412,-48824
2012-07-01,JP Morgan,CitiBank New York,47618,82176,-34558
2012-08-01,JP Morgan,CitiBank New York,46763,88968,-42205
2012-09-01,JP Morgan,CitiBank New York,42897,84959,-42062
2012-10-01,JP Morgan,CitiBank New York,41386,89131,-47745
2012-11-01,JP Morgan,CitiBank New York,42429,85868,-43439
2012-12-01,JP Morgan,CitiBank New York,46136,89347,-43211
2013-01-01,JP Morgan,CitiBank New York,45298,82159,-36861
2013-02-01,JP Morgan,CitiBank New York,46937,82425,-35488
2013-03-01,JP Morgan,CitiBank New York,43522,87514,-43992
2013-04-01,JP Morgan,CitiBank New York,45198,87351,-42153
2013-05-01,JP Morgan,CitiBank New York,57545,79493,-21948
2013-06-01,JP Morgan,CitiBank New York,58631,78183,-19552
2013-07-01,JP Morgan,CitiBank New York,56368,74488,-18120
2013-08-01,JP Morgan,CitiBank New York,57913,79817,-21904
2013-09-01,JP Morgan,CitiBank New York,59281,79621,-20340
2013-10-01,JP Morgan,CitiBank New York,54468,72563,-18095
2013-11-01,JP Morgan,CitiBank New York,55911,78856,-22945
2013-12-01,JP Morgan,CitiBank New York,54149,79771,-25622
2014-01-01,JP Morgan,CitiBank New York,55522,73627,-18105
2014-02-01,JP Morgan,CitiBank New York,52831,76933,-24102
2014-03-01,JP Morgan,CitiBank New York,66732,77522,-10790
2014-04-01,JP Morgan,CitiBank New York,64646,75886,-11240
2014-05-01,JP Morgan,CitiBank New York,68674,74988,-6314
2014-06-01,JP Morgan,CitiBank New York,67324,72194,-4870
2014-07-01,JP Morgan,CitiBank New York,64234,72696,-8462
2014-08-01,JP Morgan,CitiBank New York,68619,77293,-8674
2014-09-01,JP Morgan,CitiBank New York,62329,71728,-9399
2014-10-01,JP Morgan,CitiBank New York,64448,75982,-11534
2014-11-01,JP Morgan,CitiBank New York,69381,77623,-8242
2014-12-01,JP Morgan,CitiBank New York,65927,71475,-5548
2015-01-01,JP Morgan,CitiBank New York,75967,69537,6430
2015-02-01,JP Morgan,CitiBank New York,79717,65365,14352
2015-03-01,JP Morgan,CitiBank New York,71197,68633,2564
2015-04-01,JP Morgan,CitiBank New York,79688,63955,15733
2015-05-01,JP Morgan,CitiBank New York,78785,63868,14917
2015-06-01,JP Morgan,CitiBank New York,75217,69117,6100
2015-07-01,JP Morgan,CitiBank New York,78463,64991,13472
2015-08-01,JP Morgan,CitiBank New York,78932,67883,11049
2015-09-01,JP Morgan,CitiBank New York,75397,63349,12048
2015-10-01,JP Morgan,CitiBank New York,74955,65377,9578
2015-11-01,JP Morgan,CitiBank New York,82152,66611,15541
2015-12-01,JP Morgan,CitiBank New York,83741,68839,14902
2016-01-01,JP Morgan,CitiBank New York,82943,68196,14747
2016-02-01,JP Morgan,CitiBank New York,87377,62228,25149
2016-03-01,JP Morgan,CitiBank New York,83467,69121,14346
2016-04-01,JP Morgan,CitiBank New York,88175,61482,26693
2016-05-01,JP Morgan,CitiBank New York,89223,61174,28049
2016-06-01,JP Morgan,CitiBank New York,88136,64166,23970
2016-07-01,JP Morgan,CitiBank New York,85461,64858,20603
2016-08-01,JP Morgan,CitiBank New York,84494,67551,16943
2016-09-01,JP Morgan,CitiBank New York,96688,55634,41054
2016-10-01,JP Morgan,CitiBank New York,93785,54615,39170
2016-11-01,JP Morgan,CitiBank New York,99513,52222,47291
2016-12-01,JP Morgan,CitiBank New York,95568,54537,41031
2017-01-01,JP Morgan,CitiBank New York,99184,56569,42615
2017-02-01,JP Morgan,CitiBank New York,91344,51217,40127
2017-03-01,JP Morgan,CitiBank New York,92363,51323,41040
2017-04-01,JP Morgan,CitiBank New York,93185,52545,40640
2017-05-01,JP Morgan,CitiBank New York,99641,58143,41498
2017-06-01,JP Morgan,CitiBank New York,93553,58679,34874
2017-07-01,JP Morgan,CitiBank New York,109797,57932,51865
2017-08-01,JP Morgan,CitiBank New York,106445,52321,54124
2017-09-01,JP Morgan,CitiBank New York,107649,53877,53772
2017-10-01,JP Morgan,CitiBank New York,107496,55965,51531
2017-11-01,JP Morgan,CitiBank New York,104231,52756,51475
2017-12-01,JP Morgan,CitiBank New York,105824,52873,52951
2018-01-01,JP Morgan,CitiBank New York,102888,55597,47291
2018-02-01,JP Morgan,CitiBank New York,109677,55181,54496
2018-03-01,JP Morgan,CitiBank New York,107393,57756,49637
2018-04-01,JP Morgan,CitiBank New York,106378,59543,46835
2010-01-01,JP Morgan,CitiBank London,11351,97965,-86614
2010-02-01,JP Morgan,CitiBank London,14241,98194,-83953
2010-03-01,JP Morgan,CitiBank London,14932,99842,-84910
2010-04-01,JP Morgan,CitiBank London,14233,99693,-85460
2010-05-01,JP Morgan,CitiBank London,15657,91453,-75796
2010-06-01,JP Morgan,CitiBank London,11177,92545,-81368
2010-07-01,JP Morgan,CitiBank London,13187,95926,-82739
2010-08-01,JP Morgan,CitiBank London,15739,99256,-83517
2010-09-01,JP Morgan,CitiBank London,16559,99865,-83306
2010-10-01,JP Morgan,CitiBank London,18732,92597,-73865
2010-11-01,JP Morgan,CitiBank London,28551,93967,-65416
2010-12-01,JP Morgan,CitiBank London,23634,97934,-74300
2011-01-01,JP Morgan,CitiBank London,26422,99416,-72994
2011-02-01,JP Morgan,CitiBank London,22999,92568,-69569
2011-03-01,JP Morgan,CitiBank London,22227,92332,-70105
2011-04-01,JP Morgan,CitiBank London,25565,97229,-71664
2011-05-01,JP Morgan,CitiBank London,27979,93861,-65882
2011-06-01,JP Morgan,CitiBank London,26495,92866,-66371
2011-07-01,JP Morgan,CitiBank London,27358,98234,-70876
2011-08-01,JP Morgan,CitiBank London,25796,93254,-67458
2011-09-01,JP Morgan,CitiBank London,34386,88981,-54595
2011-10-01,JP Morgan,CitiBank London,36798,83769,-46971
2011-11-01,JP Morgan,CitiBank London,34456,89282,-54826
2011-12-01,JP Morgan,CitiBank London,36362,83748,-47386
2012-01-01,JP Morgan,CitiBank London,32126,86526,-54400
2012-02-01,JP Morgan,CitiBank London,34726,88916,-54190
2012-03-01,JP Morgan,CitiBank London,39711,81699,-41988
2012-04-01,JP Morgan,CitiBank London,39933,83672,-43739
2012-05-01,JP Morgan,CitiBank London,35757,89187,-53430
2012-06-01,JP Morgan,CitiBank London,34627,81324,-46697
2012-07-01,JP Morgan,CitiBank London,48582,85861,-37279
2012-08-01,JP Morgan,CitiBank London,42292,89383,-47091
2012-09-01,JP Morgan,CitiBank London,45882,86548,-40666
2012-10-01,JP Morgan,CitiBank London,43368,88596,-45228
2012-11-01,JP Morgan,CitiBank London,47644,86723,-39079
2012-12-01,JP Morgan,CitiBank London,45134,87155,-42021
2013-01-01,JP Morgan,CitiBank London,45477,85649,-40172
2013-02-01,JP Morgan,CitiBank London,46798,85723,-38925
2013-03-01,JP Morgan,CitiBank London,41127,84981,-43854
2013-04-01,JP Morgan,CitiBank London,48336,86616,-38280
2013-05-01,JP Morgan,CitiBank London,53972,75783,-21811
2013-06-01,JP Morgan,CitiBank London,52926,71371,-18445
2013-07-01,JP Morgan,CitiBank London,53498,77986,-24488
2013-08-01,JP Morgan,CitiBank London,59364,79332,-19968
2013-09-01,JP Morgan,CitiBank London,51589,78999,-27410
2013-10-01,JP Morgan,CitiBank London,56588,79438,-22850
2013-11-01,JP Morgan,CitiBank London,51199,73652,-22453
2013-12-01,JP Morgan,CitiBank London,58489,72828,-14339
2014-01-01,JP Morgan,CitiBank London,53988,77831,-23843
2014-02-01,JP Morgan,CitiBank London,56597,75994,-19397
2014-03-01,JP Morgan,CitiBank London,68844,73231,-4387
2014-04-01,JP Morgan,CitiBank London,66497,78442,-11945
2014-05-01,JP Morgan,CitiBank London,61247,74226,-12979
2014-06-01,JP Morgan,CitiBank London,63497,73965,-10468
2014-07-01,JP Morgan,CitiBank London,65873,77984,-12111
2014-08-01,JP Morgan,CitiBank London,68467,77753,-9286
2014-09-01,JP Morgan,CitiBank London,62493,78437,-15944
2014-10-01,JP Morgan,CitiBank London,62485,75152,-12667
2014-11-01,JP Morgan,CitiBank London,65522,74237,-8715
2014-12-01,JP Morgan,CitiBank London,65186,79226,-14040
2015-01-01,JP Morgan,CitiBank London,73317,69497,3820
2015-02-01,JP Morgan,CitiBank London,78585,64719,13866
2015-03-01,JP Morgan,CitiBank London,73488,61867,11621
2015-04-01,JP Morgan,CitiBank London,74233,66496,7737
2015-05-01,JP Morgan,CitiBank London,72344,61324,11020
2015-06-01,JP Morgan,CitiBank London,79461,66874,12587
2015-07-01,JP Morgan,CitiBank London,73226,69242,3984
2015-08-01,JP Morgan,CitiBank London,72364,64697,7667
2015-09-01,JP Morgan,CitiBank London,72667,65474,7193
2015-10-01,JP Morgan,CitiBank London,76745,67438,9307
2015-11-01,JP Morgan,CitiBank London,83997,62832,21165
2015-12-01,JP Morgan,CitiBank London,87432,64122,23310
2016-01-01,JP Morgan,CitiBank London,81141,68348,12793
2016-02-01,JP Morgan,CitiBank London,87121,66999,20122
2016-03-01,JP Morgan,CitiBank London,84495,65182,19313
2016-04-01,JP Morgan,CitiBank London,82951,66279,16672
2016-05-01,JP Morgan,CitiBank London,86125,67289,18836
2016-06-01,JP Morgan,CitiBank London,81668,67142,14526
2016-07-01,JP Morgan,CitiBank London,86292,69556,16736
2016-08-01,JP Morgan,CitiBank London,86541,65927,20614
2016-09-01,JP Morgan,CitiBank London,99269,52679,46590
2016-10-01,JP Morgan,CitiBank London,98537,52474,46063
2016-11-01,JP Morgan,CitiBank London,98599,54748,43851
2016-12-01,JP Morgan,CitiBank London,94865,53247,41618
2017-01-01,JP Morgan,CitiBank London,97512,57934,39578
2017-02-01,JP Morgan,CitiBank London,91125,51269,39856
2017-03-01,JP Morgan,CitiBank London,99984,55171,44813
2017-04-01,JP Morgan,CitiBank London,92316,57856,34460
2017-05-01,JP Morgan,CitiBank London,94567,54285,40282
2017-06-01,JP Morgan,CitiBank London,97958,53977,43981
2017-07-01,JP Morgan,CitiBank London,103199,58763,44436
2017-08-01,JP Morgan,CitiBank London,109984,56225,53759
2017-09-01,JP Morgan,CitiBank London,103131,57451,45680
2017-10-01,JP Morgan,CitiBank London,106217,59898,46319
2017-11-01,JP Morgan,CitiBank London,101741,52358,49383
2017-12-01,JP Morgan,CitiBank London,108824,56728,52096
2018-01-01,JP Morgan,CitiBank London,109365,56476,52889
2018-02-01,JP Morgan,CitiBank London,102667,52585,50082
2018-03-01,JP Morgan,CitiBank London,102955,55447,47508
2018-04-01,JP Morgan,CitiBank London,109538,59967,49571
2010-01-01,JP Morgan,CitiBank Pune,11661,99398,-87737
2010-02-01,JP Morgan,CitiBank Pune,18767,97957,-79190
2010-03-01,JP Morgan,CitiBank Pune,13136,98281,-85145
2010-04-01,JP Morgan,CitiBank Pune,16198,96274,-80076
2010-05-01,JP Morgan,CitiBank Pune,16676,99234,-82558
2010-06-01,JP Morgan,CitiBank Pune,11775,92488,-80713
2010-07-01,JP Morgan,CitiBank Pune,11388,98627,-87239
2010-08-01,JP Morgan,CitiBank Pune,16813,94158,-77345
2010-09-01,JP Morgan,CitiBank Pune,18854,93837,-74983
2010-10-01,JP Morgan,CitiBank Pune,11929,98251,-86322
2010-11-01,JP Morgan,CitiBank Pune,21273,98664,-77391
2010-12-01,JP Morgan,CitiBank Pune,25566,99163,-73597
2011-01-01,JP Morgan,CitiBank Pune,24387,99844,-75457
2011-02-01,JP Morgan,CitiBank Pune,21486,94336,-72850
2011-03-01,JP Morgan,CitiBank Pune,27369,98248,-70879
2011-04-01,JP Morgan,CitiBank Pune,28745,92198,-63453
2011-05-01,JP Morgan,CitiBank Pune,25192,99555,-74363
2011-06-01,JP Morgan,CitiBank Pune,29145,98138,-68993
2011-07-01,JP Morgan,CitiBank Pune,28371,99556,-71185
2011-08-01,JP Morgan,CitiBank Pune,26694,97648,-70954
2011-09-01,JP Morgan,CitiBank Pune,36672,82979,-46307
2011-10-01,JP Morgan,CitiBank Pune,31797,86219,-54422
2011-11-01,JP Morgan,CitiBank Pune,36737,81483,-44746
2011-12-01,JP Morgan,CitiBank Pune,38311,87111,-48800
2012-01-01,JP Morgan,CitiBank Pune,39623,85691,-46068
2012-02-01,JP Morgan,CitiBank Pune,38243,88621,-50378
2012-03-01,JP Morgan,CitiBank Pune,37328,81174,-43846
2012-04-01,JP Morgan,CitiBank Pune,37963,83278,-45315
2012-05-01,JP Morgan,CitiBank Pune,37292,86332,-49040
2012-06-01,JP Morgan,CitiBank Pune,31777,86919,-55142
2012-07-01,JP Morgan,CitiBank Pune,48163,83115,-34952
2012-08-01,JP Morgan,CitiBank Pune,47357,85162,-37805
2012-09-01,JP Morgan,CitiBank Pune,45493,81139,-35646
2012-10-01,JP Morgan,CitiBank Pune,48242,82166,-33924
2012-11-01,JP Morgan,CitiBank Pune,43412,83348,-39936
2012-12-01,JP Morgan,CitiBank Pune,48289,85569,-37280
2013-01-01,JP Morgan,CitiBank Pune,49577,84667,-35090
2013-02-01,JP Morgan,CitiBank Pune,46584,83847,-37263
2013-03-01,JP Morgan,CitiBank Pune,48217,85725,-37508
2013-04-01,JP Morgan,CitiBank Pune,44159,89613,-45454
2013-05-01,JP Morgan,CitiBank Pune,58965,77367,-18402
2013-06-01,JP Morgan,CitiBank Pune,56889,78271,-21382
2013-07-01,JP Morgan,CitiBank Pune,53646,79368,-25722
2013-08-01,JP Morgan,CitiBank Pune,55364,72389,-17025
2013-09-01,JP Morgan,CitiBank Pune,57154,78979,-21825
2013-10-01,JP Morgan,CitiBank Pune,59169,71252,-12083
2013-11-01,JP Morgan,CitiBank Pune,59921,77651,-17730
2013-12-01,JP Morgan,CitiBank Pune,51546,72184,-20638
2014-01-01,JP Morgan,CitiBank Pune,59439,76111,-16672
2014-02-01,JP Morgan,CitiBank Pune,57885,73445,-15560
2014-03-01,JP Morgan,CitiBank Pune,64976,77465,-12489
2014-04-01,JP Morgan,CitiBank Pune,66639,75136,-8497
